seed,load,tau_ms,cv,policy,requests,on_time_fraction_pct,late_fraction_pct,shed_fraction_pct,normalized_network_waste
200,0.4,10.0,0.5,DA-BALS-FixedMargin,201,89.55223880597015,0.9950248756218906,9.45273631840796,0.0
200,0.4,10.0,0.5,DA-BALS-Adaptive,201,91.04477611940298,0.9950248756218906,7.960199004975125,0.0
200,0.4,10.0,0.5,DA-BALS-Stabilized,201,93.53233830845771,1.4925373134328357,4.975124378109453,0.0
200,0.4,10.0,1.0,DA-BALS-NoMargin,201,92.03980099502488,2.4875621890547266,5.472636815920398,0.0
200,0.4,10.0,1.0,DA-BALS-FixedMargin,201,89.05472636815921,1.4925373134328357,9.45273631840796,0.0
200,0.4,10.0,1.0,DA-BALS-Adaptive,201,88.05970149253731,1.4925373134328357,10.44776119402985,0.0
200,0.4,10.0,1.0,DA-BALS-Stabilized,201,91.54228855721394,2.4875621890547266,5.970149253731343,0.0
200,0.4,50.0,0.0,DA-BALS-NoMargin,201,94.5273631840796,0.4975124378109453,4.975124378109453,0.0
200,0.4,50.0,0.0,DA-BALS-FixedMargin,201,90.54726368159204,0.0,9.45273631840796,0.0
200,0.4,50.0,0.0,DA-BALS-Adaptive,201,93.53233830845771,0.4975124378109453,5.970149253731343,0.0
200,0.4,50.0,0.0,DA-BALS-Stabilized,201,94.5273631840796,0.4975124378109453,4.975124378109453,0.0
200,0.4,50.0,0.5,DA-BALS-NoMargin,201,93.53233830845771,1.4925373134328357,4.975124378109453,0.0
200,0.4,50.0,0.5,DA-BALS-FixedMargin,201,89.55223880597015,0.9950248756218906,9.45273631840796,0.0
200,0.4,50.0,0.5,DA-BALS-Adaptive,201,91.04477611940298,0.9950248756218906,7.960199004975125,0.0
200,0.4,50.0,0.5,DA-BALS-Stabilized,201,93.53233830845771,1.4925373134328357,4.975124378109453,0.0
200,0.4,50.0,1.0,DA-BALS-NoMargin,201,92.03980099502488,2.9850746268656714,4.975124378109453,0.0
200,0.4,50.0,1.0,DA-BALS-FixedMargin,201,89.05472636815921,1.4925373134328357,9.45273631840796,0.0
200,0.4,50.0,1.0,DA-BALS-Adaptive,201,84.07960199004975,1.9900497512437811,13.930348258706468,0.0
200,0.4,50.0,1.0,DA-BALS-Stabilized,201,91.54228855721394,2.9850746268656714,5.472636815920398,0.0
200,0.6,0.0,0.0,DA-BALS-NoMargin,303,93.06930693069307,0.0,6.9306930693069315,0.0
200,0.6,0.0,0.0,DA-BALS-FixedMargin,303,86.13861386138613,0.0,13.861386138613863,0.0
200,0.6,0.0,0.0,DA-BALS-Adaptive,303,92.73927392739274,0.0,7.2607260726072615,0.0
200,0.6,0.0,0.0,DA-BALS-Stabilized,303,93.06930693069307,0.0,6.9306930693069315,0.0
200,0.6,0.0,0.5,DA-BALS-NoMargin,303,92.4092409240924,0.6600660066006601,6.9306930693069315,0.0
200,0.6,0.0,0.5,DA-BALS-FixedMargin,303,86.13861386138613,0.0,13.861386138613863,0.0
